master_protein	step	RBP_glyco	NC	CL	CL_NC_Ratio
P04632	1	"Novel RBP, Non-Glycoprotein"	23.20305699	23.66108947	0.458032485
P04792	1	"GO:RBP, Non-Glycoprotein"	23.93504913	24.30657461	-0.001737532
P04792	2	"GO:RBP, Non-Glycoprotein"	25.73591992	25.93066406	0.123065501
P04792	3	"GO:RBP, Non-Glycoprotein"	24.16093293	24.71705598	1.361288538
P04818	1	"GO:RBP, Non-Glycoprotein"	24.38088763	25.2650861	0.527526401
P04843	1	Known RBGP	23.88915982	24.22728733	0.264353413
P04843	2	Known RBGP	20.59568617	21.55354513	1.378330228
P04844	1	"Novel RBP, Glycoprotein"	21.49588715	22.87504054	0.621183118
P04920	2	"Novel RBP, Glycoprotein"	22.26891297	21.84368304	-0.296190514
P04920	3	"Novel RBP, Glycoprotein"	21.63007229	22.07120483	0.541810744
P04920	4	"Novel RBP, Glycoprotein"	20.84880992	20.84304319	-0.093805087
P05023	1	"Novel RBP, Non-Glycoprotein"	24.55570947	24.87079719	0.348259462
P05023	2	"Novel RBP, Non-Glycoprotein"	21.92667203	23.40130086	1.441290683
P05023	3	"Novel RBP, Non-Glycoprotein"	21.89258055	22.47752346	1.30459612
P05023	4	"Novel RBP, Non-Glycoprotein"	20.1999701	20.19089016	1.272231296
P05026	1	"Novel RBP, Glycoprotein"	25.68324893	25.35055206	-0.054201131
P05026	2	"Novel RBP, Glycoprotein"	24.5448309	25.60299298	-0.034975754
P05026	3	"Novel RBP, Glycoprotein"	24.92684766	24.5821803	-0.046567007
P05026	4	"Novel RBP, Glycoprotein"	23.81555509	23.61388684	0.002392861
P05067	1	"Novel RBP, Glycoprotein"	23.2103906	23.25040446	0.040013864
P05091	1	"Novel RBP, Non-Glycoprotein"	22.8571533	23.69042758	0.833274275
P05114	1	"Novel RBP, Non-Glycoprotein"	24.27672625	24.35026949	-0.00653288
P05141	1	"GO:RBP, Non-Glycoprotein"	22.83848414	22.98216765	-0.015554025
P05198	1	"GO:RBP, Non-Glycoprotein"	24.86061131	24.88015145	0.452271899
P05198	2	"GO:RBP, Non-Glycoprotein"	22.21096695	23.54139551	1.533824974
P05204	1	"GO:RBP, Non-Glycoprotein"	24.89545556	24.99422207	0.098766511
P05204	2	"GO:RBP, Non-Glycoprotein"	23.81606462	24.25212625	0.436061632
P05387	1	"Novel RBP, Non-Glycoprotein"	27.56424811	27.62597873	0.234140453
P05387	2	"Novel RBP, Non-Glycoprotein"	24.03086557	23.62529943	0.187524645
P05388	1	"GO:RBP, Non-Glycoprotein"	24.64654683	24.55994109	-0.086605742
P05455	1	"GO:RBP, Non-Glycoprotein"	23.68171842	24.43623716	1.656566166
P05455	2	"GO:RBP, Non-Glycoprotein"	19.26265967	23.54461929	5.945944664
P05455	3	"GO:RBP, Non-Glycoprotein"	19.10763598	24.11221273	6.579888364
P05455	4	"GO:RBP, Non-Glycoprotein"	NA	22.33676517	NA
P05556	1	"Novel RBP, Glycoprotein"	25.96311235	25.54453991	-0.255865724
P05556	2	"Novel RBP, Glycoprotein"	26.37460405	25.88243394	-0.529775851
P05556	3	"Novel RBP, Glycoprotein"	26.07223374	24.88725216	-0.969850023
P05556	4	"Novel RBP, Glycoprotein"	25.24639513	24.38569129	-0.578622007
P06454	1	"Novel RBP, Non-Glycoprotein"	24.4699944	24.48705937	0.080929272
P06454	2	"Novel RBP, Non-Glycoprotein"	22.71176732	23.14908323	0.385055571
P06493	1	"Novel RBP, Non-Glycoprotein"	23.99046439	23.7193095	0.019469098
P06576	1	"Novel RBP, Glycoprotein"	25.88230744	26.08766213	0.121584364
P06576	2	"Novel RBP, Glycoprotein"	22.83734363	23.48263655	0.154729324
P06733	1	"GO:RBP, Non-Glycoprotein"	24.74743797	24.63019813	-0.046462879
P06733	2	"GO:RBP, Non-Glycoprotein"	24.74988988	24.93275794	0.146072167
P06744	1	"Novel RBP, Non-Glycoprotein"	23.13856126	23.31436828	0.52574084
P06748	1	"GO:RBP, Non-Glycoprotein"	25.24590401	25.18050991	0.286544249
P06748	2	"GO:RBP, Non-Glycoprotein"	23.96692611	24.5377807	1.25182037
P06748	3	"GO:RBP, Non-Glycoprotein"	22.2016177	25.37520278	4.472250506
P06748	4	"GO:RBP, Non-Glycoprotein"	18.40838818	21.99365624	5.765330268
P06753	1	"Novel RBP, Non-Glycoprotein"	24.8693273	24.78302006	-0.018983124
P06756	1	"Novel RBP, Glycoprotein"	23.86592311	24.12336862	-0.332406518
P06756	2	"Novel RBP, Glycoprotein"	23.07169738	23.13258731	-0.096933969
P06756	3	"Novel RBP, Glycoprotein"	22.79867714	23.44174628	0.404651187
P07108	1	"Novel RBP, Non-Glycoprotein"	24.24408989	23.81467552	-0.429414366
P07195	1	"Novel RBP, Non-Glycoprotein"	26.37814197	27.0843402	0.08251073
P07195	2	"Novel RBP, Non-Glycoprotein"	25.03020303	24.99573401	0.229049202
P07195	3	"Novel RBP, Non-Glycoprotein"	22.95720929	24.32094695	1.363737659
P07199	1	"Novel RBP, Non-Glycoprotein"	23.9648823	22.96108207	-0.116091426
P07203	1	"Novel RBP, Non-Glycoprotein"	22.40262179	22.84992948	0.447307696
P07237	1	"GO:RBP, Non-Glycoprotein"	25.04901526	25.69189633	0.649927783
P07237	2	"GO:RBP, Non-Glycoprotein"	22.85095675	24.16173895	1.168212205
P07237	3	"GO:RBP, Non-Glycoprotein"	20.83385808	23.28164354	2.234663179
P07237	4	"GO:RBP, Non-Glycoprotein"	19.56129439	22.82911534	3.332905412
P07305	1	"GO:RBP, Non-Glycoprotein"	23.86594547	24.27766364	0.045535867
P07305	2	"GO:RBP, Non-Glycoprotein"	23.62686594	23.95151597	0.230041852
P07355	1	"GO:RBP, Non-Glycoprotein"	25.34181404	25.90458445	0.350410774
P07355	2	"GO:RBP, Non-Glycoprotein"	24.87716689	25.42298446	0.64804241
P07355	3	"GO:RBP, Non-Glycoprotein"	22.12631151	25.51626736	3.095626304
P07355	4	"GO:RBP, Non-Glycoprotein"	20.23923668	23.13404194	3.228359703
P07437	1	"Novel RBP, Non-Glycoprotein"	21.58870759	21.92493031	0.336222716
P07437	2	"Novel RBP, Non-Glycoprotein"	24.22471999	24.55464835	0.329928355
P07437	3	"Novel RBP, Non-Glycoprotein"	22.84611955	24.5561014	1.397301148
P07437	4	"Novel RBP, Non-Glycoprotein"	22.01546726	23.35386742	1.33840016
P07602	1	"Novel RBP, Glycoprotein"	24.80229563	24.23055583	-1.059502708
P07602	2	"Novel RBP, Glycoprotein"	24.68582948	23.68911373	-1.062842574
P07602	3	"Novel RBP, Glycoprotein"	23.02866179	22.55494283	-1.2307257
P07602	4	"Novel RBP, Glycoprotein"	21.47740917	20.28243613	-1.555326434
P07737	1	"GO:RBP, Non-Glycoprotein"	23.10257839	23.37308906	0.090363258
P07741	1	"Novel RBP, Non-Glycoprotein"	23.91471637	24.29321469	0.418739328
P07814	1	"GO:RBP, Non-Glycoprotein"	23.74536961	23.93124984	0.278612189
P07814	2	"GO:RBP, Non-Glycoprotein"	21.7383474	22.7429806	0.805644789
P07858	1	"Novel RBP, Glycoprotein"	25.47480895	24.24847681	0.065154633
P07900	1	"GO:RBP, Non-Glycoprotein"	25.8601979	25.9776989	0.051530427
P07900	2	"GO:RBP, Non-Glycoprotein"	23.27402077	24.29005728	0.529901411
P07900	3	"GO:RBP, Non-Glycoprotein"	23.19880471	22.01430774	0.299579012
P07900	4	"GO:RBP, Non-Glycoprotein"	20.27502114	22.12408176	1.849060622
P07910	1	"GO:RBP, Non-Glycoprotein"	23.38837298	24.573373	0.507341811
P07910	2	"GO:RBP, Non-Glycoprotein"	23.83012147	25.97137494	2.54284521
P07910	3	"GO:RBP, Non-Glycoprotein"	23.48040548	25.35815959	4.48930696
P07910	4	"GO:RBP, Non-Glycoprotein"	20.85123978	23.4500375	7.841949336
P07942	1	"Novel RBP, Glycoprotein"	21.75087023	21.51093401	-0.257238844
P07951	1	"Novel RBP, Non-Glycoprotein"	23.43053296	23.47075674	-0.125429971
P07954	1	"Novel RBP, Non-Glycoprotein"	24.03473011	24.22748288	0.192752771
P07996	1	"Novel RBP, Glycoprotein"	23.95884055	23.35781577	-0.051496721
P07996	2	"Novel RBP, Glycoprotein"	21.66612529	22.64554305	1.304403419
P07996	3	"Novel RBP, Glycoprotein"	21.15609729	21.80362037	2.330074999
P07996	4	"Novel RBP, Glycoprotein"	20.27155074	22.64345912	2.572653321
P08069	1	"Novel RBP, Glycoprotein"	22.04089653	22.13354511	0.121078255
P08069	2	"Novel RBP, Glycoprotein"	22.46760516	22.17751815	-0.327609136
P08069	3	"Novel RBP, Glycoprotein"	23.67610213	23.37570582	-0.73963097
P08069	4	"Novel RBP, Glycoprotein"	22.27681049	21.89651746	-0.390971765
P08133	1	"Novel RBP, Non-Glycoprotein"	22.3585104	22.7251537	0.200291306
P08134	1	"Novel RBP, Glycoprotein"	21.84671812	22.54710864	0.079736731
P08174	2	"Novel RBP, Glycoprotein"	23.92047862	23.06810233	-1.077934422
P08174	3	"Novel RBP, Glycoprotein"	23.74312351	22.45945914	-2.494731758
P08174	4	"Novel RBP, Glycoprotein"	22.98930451	21.55095264	-1.193758566
P08183	2	"Novel RBP, Glycoprotein"	22.09776954	23.00364389	0.570167171
P08183	3	"Novel RBP, Glycoprotein"	24.61408846	24.17180035	-0.121298328
P08183	4	"Novel RBP, Glycoprotein"	23.19748023	22.83782342	-0.708270676
P08195	1	Known RBGP	26.67044743	26.49301922	0.123697566
P08195	2	Known RBGP	24.64061562	25.12436894	0.367986788
P08195	3	Known RBGP	24.27267729	25.18924476	0.727047852
P08195	4	Known RBGP	22.35076158	24.19675537	1.604297485
P08238	1	Known RBGP	25.05032048	24.716959	0.203303138
P08238	2	Known RBGP	25.16155115	24.99617856	0.431432913
P08238	3	Known RBGP	22.47985566	24.84886621	2.057445952
P08238	4	Known RBGP	21.88744139	23.26291359	1.645715627
P08243	1	"Novel RBP, Non-Glycoprotein"	23.09645851	22.75501313	-0.008641474
P08574	1	"Novel RBP, Non-Glycoprotein"	23.27362016	23.57849032	0.473037618
P08621	1	"GO:RBP, Non-Glycoprotein"	24.27309768	24.93473974	0.605916065
P08621	2	"GO:RBP, Non-Glycoprotein"	22.13559204	24.85130481	3.444487357
P08621	3	"GO:RBP, Non-Glycoprotein"	20.3212178	22.522455	3.452517207
P08621	4	"GO:RBP, Non-Glycoprotein"	19.62142213	23.24190604	5.955091416
P08648	1	"Novel RBP, Glycoprotein"	23.68148052	24.04475102	-0.21106603
P08648	2	"Novel RBP, Glycoprotein"	23.12677178	24.37696309	1.113410728
P08648	3	"Novel RBP, Glycoprotein"	21.52249438	24.17084456	3.054929988
P08648	4	"Novel RBP, Glycoprotein"	19.44733574	21.52619626	2.884559137
P08708	1	"GO:RBP, Non-Glycoprotein"	24.17659873	24.59087137	0.390258156
P08865	1	"GO:RBP, Non-Glycoprotein"	27.19139906	27.81825731	0.251174048
P08865	2	"GO:RBP, Non-Glycoprotein"	24.42504544	25.7659316	1.319113014
P08865	3	"GO:RBP, Non-Glycoprotein"	22.77771607	26.23137624	3.940697369
P08865	4	"GO:RBP, Non-Glycoprotein"	19.86006141	22.46696082	4.42224699
P08962	1	"Novel RBP, Glycoprotein"	23.74961302	23.9225605	0.172947481
P08962	2	"Novel RBP, Glycoprotein"	25.16558843	25.4768837	0.311295268
P09104	1	"Novel RBP, Non-Glycoprotein"	22.4777473	22.81216672	0.334419422
P09382	1	"GO:RBP, Non-Glycoprotein"	27.4877012	27.21733641	-0.049968753
P09382	2	"GO:RBP, Non-Glycoprotein"	25.22712761	25.78092918	0.442776096
P09382	3	"GO:RBP, Non-Glycoprotein"	22.46003821	23.790453	1.316931001
P09429	1	"GO:RBP, Non-Glycoprotein"	25.22747514	26.14673695	0.16082807
P09429	2	"GO:RBP, Non-Glycoprotein"	24.18883598	25.03668405	0.258756962
P09429	3	"GO:RBP, Non-Glycoprotein"	25.14533676	25.40275925	-0.008548176
P09429	4	"GO:RBP, Non-Glycoprotein"	21.48529991	22.04762588	0.525949042
P09493	1	"Novel RBP, Non-Glycoprotein"	23.52506636	23.63558629	0.22379689
P09496	1	"Novel RBP, Non-Glycoprotein"	25.52449282	25.2314028	-0.458875996
P09619	1	"Novel RBP, Glycoprotein"	24.20174357	23.30795229	-0.355886509
P09619	2	"Novel RBP, Glycoprotein"	23.67061281	23.22815711	-0.10078006
P09619	3	"Novel RBP, Glycoprotein"	23.57564215	23.65721462	-0.224289656
P09619	4	"Novel RBP, Glycoprotein"	22.1182891	21.8424829	-0.200318837
P09651	1	"GO:RBP, Non-Glycoprotein"	23.81983712	24.76240787	1.010507956
P09651	2	"GO:RBP, Non-Glycoprotein"	23.70648935	25.34048865	4.442082013
P09651	3	"GO:RBP, Non-Glycoprotein"	20.78088362	24.87119186	9.590054679
P09651	4	"GO:RBP, Non-Glycoprotein"	19.46656865	23.52161705	9.501946429
P09661	1	"GO:RBP, Non-Glycoprotein"	24.75968486	25.12301912	0.234372204
P09874	1	"GO:RBP, Non-Glycoprotein"	24.10265363	25.58884838	0.934479112
P09874	2	"GO:RBP, Non-Glycoprotein"	21.28241457	23.20264232	4.003696168
P09874	3	"GO:RBP, Non-Glycoprotein"	21.22583931	23.62228164	4.353058377
P09874	4	"GO:RBP, Non-Glycoprotein"	18.75625579	22.63168531	5.351564816
P09972	1	"Novel RBP, Non-Glycoprotein"	23.99903753	24.23470026	0.235662729
P0C7U0	1	"Novel RBP, Glycoprotein"	22.14147119	23.12831749	-0.578840175
P0C7U0	2	"Novel RBP, Glycoprotein"	23.15590107	23.16797509	-0.249571938
P0C7U0	3	"Novel RBP, Glycoprotein"	22.7879385	22.79177078	-0.441332413
P0C7U0	4	"Novel RBP, Glycoprotein"	21.74680318	21.46757245	-0.168661306
P0DI83	1	"Novel RBP, Non-Glycoprotein"	21.94670486	22.08838557	0.524513175
P0DMV9	1	"GO:RBP, Non-Glycoprotein"	25.64155076	25.90028378	0.134614514
P0DMV9	2	"GO:RBP, Non-Glycoprotein"	23.05221551	22.06703492	-0.018778564
P10412	1	"GO:RBP, Non-Glycoprotein"	25.61567255	25.72819589	-0.077987485
P10412	2	"GO:RBP, Non-Glycoprotein"	22.80434608	23.37464405	0.547658515
P10412	3	"GO:RBP, Non-Glycoprotein"	NA	20.52821965	NA
P10586	1	"Novel RBP, Glycoprotein"	21.1037007	21.29857871	2.174633647
P10586	2	"Novel RBP, Glycoprotein"	NA	20.65900604	NA
P10586	3	"Novel RBP, Glycoprotein"	22.38057013	21.98927158	-0.116650985
P10586	4	"Novel RBP, Glycoprotein"	20.76263508	20.88853038	1.917824032
P10809	1	"GO:RBP, Non-Glycoprotein"	25.13855151	25.08669196	0.100850809
P10809	2	"GO:RBP, Non-Glycoprotein"	23.7512684	23.85215089	0.123849936
P10809	3	"GO:RBP, Non-Glycoprotein"	23.3239857	23.26819491	0.091309845
P10809	4	"GO:RBP, Non-Glycoprotein"	20.42830359	20.97476752	0.546463924
P10909	1	"Novel RBP, Glycoprotein"	24.46081001	24.12082461	-0.322825041
P10909	2	"Novel RBP, Glycoprotein"	23.66382825	22.34927964	-0.772157227
P10909	3	"Novel RBP, Glycoprotein"	23.81186684	23.27601982	-0.753191314
P10909	4	"Novel RBP, Glycoprotein"	22.80991074	22.53615088	-0.541867017
P10915	1	"Novel RBP, Glycoprotein"	23.06449173	23.1142866	0.021221766
P11021	1	"Novel RBP, Non-Glycoprotein"	25.54150732	25.48229405	0.174779825
P11021	2	"Novel RBP, Non-Glycoprotein"	22.98411038	23.51100531	0.351778809
P11021	3	"Novel RBP, Non-Glycoprotein"	21.29251328	22.61109293	1.846134087
P11021	4	"Novel RBP, Non-Glycoprotein"	21.360436	21.44793588	1.598436898
P11047	1	"Novel RBP, Glycoprotein"	23.50079697	23.37252019	-0.318655237
P11047	2	"Novel RBP, Glycoprotein"	23.19828763	22.74158791	0.15533585
P11047	3	"Novel RBP, Glycoprotein"	22.58369977	23.21840884	0.938794676
P11047	4	"Novel RBP, Glycoprotein"	19.79604601	22.42515019	2.286038203
P11117	1	"Novel RBP, Glycoprotein"	22.30431955	21.22433004	-1.079989506
P11117	2	"Novel RBP, Glycoprotein"	22.30958674	21.89088704	-0.382344518
P11142	1	"GO:RBP, Non-Glycoprotein"	25.37226745	25.45169882	0.064132079
P11142	2	"GO:RBP, Non-Glycoprotein"	23.46381149	23.52335431	0.309871092
P11142	3	"GO:RBP, Non-Glycoprotein"	23.05319877	21.53572127	1.631030638
P11142	4	"GO:RBP, Non-Glycoprotein"	21.03428191	22.82517005	1.744842027
P11166	1	"Novel RBP, Glycoprotein"	25.47035014	25.63270908	-0.148200587
P11166	2	"Novel RBP, Glycoprotein"	26.00504064	25.78278614	-0.03845027
P11166	3	"Novel RBP, Glycoprotein"	27.48286967	27.04271769	-0.26110058
P11279	1	"Novel RBP, Glycoprotein"	22.61386032	23.0456726	-0.23330695
P11279	2	"Novel RBP, Glycoprotein"	26.80215721	26.88651401	0.022978057
P11279	3	"Novel RBP, Glycoprotein"	25.68654395	25.36140284	-0.166415345
P11279	4	"Novel RBP, Glycoprotein"	24.66897602	24.46709352	-0.005160182
P11387	1	"GO:RBP, Non-Glycoprotein"	24.64787541	24.12281168	-0.012663123
P11387	2	"GO:RBP, Non-Glycoprotein"	24.30147495	24.69473993	0.321368334
P11387	3	"GO:RBP, Non-Glycoprotein"	23.66585698	24.49985539	0.550307013
P11387	4	"GO:RBP, Non-Glycoprotein"	22.18761894	23.61286672	1.544150975
P11388	1	"GO:RBP, Non-Glycoprotein"	23.7851053	23.86073037	0.060843431
P11388	2	"GO:RBP, Non-Glycoprotein"	22.21154353	23.17405363	1.099106597
P11413	1	"Novel RBP, Non-Glycoprotein"	25.25230196	25.24896343	0.08936113
P11413	2	"Novel RBP, Non-Glycoprotein"	22.51333056	22.85120556	0.478799553
P11413	3	"Novel RBP, Non-Glycoprotein"	22.17273072	22.08312256	1.22685082
P11586	1	"Novel RBP, Non-Glycoprotein"	24.68547945	24.89079728	0.23759435
P11586	2	"Novel RBP, Non-Glycoprotein"	21.95663156	22.64229974	0.483929828
P11717	1	"Novel RBP, Glycoprotein"	23.73668786	23.79675481	0.000541842
P11717	2	"Novel RBP, Glycoprotein"	21.14553025	22.42889169	1.290603264
P11717	3	"Novel RBP, Glycoprotein"	21.02490283	22.2570102	2.839179225
P11717	4	"Novel RBP, Glycoprotein"	NA	21.52853786	NA
P11940	1	"GO:RBP, Non-Glycoprotein"	25.10472167	25.98198432	0.805058889
P11940	2	"GO:RBP, Non-Glycoprotein"	21.81771226	23.17918278	4.042434174
P11940	3	"GO:RBP, Non-Glycoprotein"	20.88613714	25.45059707	4.452444203
P11940	4	"GO:RBP, Non-Glycoprotein"	NA	22.26279285	NA
P12004	1	"Novel RBP, Non-Glycoprotein"	23.88212589	24.19674397	-0.034010212
P12109	1	"Novel RBP, Glycoprotein"	23.74958637	24.13254259	0.382956224
P12268	1	"GO:RBP, Non-Glycoprotein"	24.95045552	24.94002942	0.104023971
P12268	2	"GO:RBP, Non-Glycoprotein"	22.2868768	23.13933475	0.696185947
P12270	1	"GO:RBP, Non-Glycoprotein"	23.74547955	24.02902301	0.293695276
P12270	2	"GO:RBP, Non-Glycoprotein"	21.50742195	22.42821513	1.03045641
P12270	3	"GO:RBP, Non-Glycoprotein"	20.34840831	21.39742945	4.153623189
P12814	1	"GO:RBP, Non-Glycoprotein"	24.38886905	24.62870752	0.014857513
P12814	2	"GO:RBP, Non-Glycoprotein"	22.31296979	23.28643241	0.969412677
P12814	3	"GO:RBP, Non-Glycoprotein"	21.9958924	24.22296944	3.127316466
P12814	4	"GO:RBP, Non-Glycoprotein"	19.58912175	21.37258476	1.783463014
P12956	1	"GO:RBP, Non-Glycoprotein"	24.84125679	25.05982034	0.265332845
P12956	2	"GO:RBP, Non-Glycoprotein"	22.25255011	23.52886533	1.69724765
P12956	3	"GO:RBP, Non-Glycoprotein"	20.7651652	23.92229262	4.468554546
P13010	1	"GO:RBP, Non-Glycoprotein"	24.59414525	24.99308401	0.434314981
P13010	2	"GO:RBP, Non-Glycoprotein"	20.77886079	23.1668807	2.759086954
P13010	4	"GO:RBP, Non-Glycoprotein"	18.92287903	21.28413925	3.187966445
P13073	1	"Novel RBP, Non-Glycoprotein"	23.64860296	23.77365926	-0.011729689
P13473	4	"Novel RBP, Glycoprotein"	23.01432032	23.24741432	0.233094003
P13489	1	"Novel RBP, Non-Glycoprotein"	23.70904377	24.03919268	0.060724896
P13591	1	"Novel RBP, Glycoprotein"	24.24679383	23.68025481	-0.01376058
P13591	2	"Novel RBP, Glycoprotein"	23.41152715	23.59521448	0.24649008
P13591	3	"Novel RBP, Glycoprotein"	21.58603523	22.29832642	0.799140326
P13639	1	"GO:RBP, Non-Glycoprotein"	25.82746824	26.29099024	0.234482488
P13639	2	"GO:RBP, Non-Glycoprotein"	23.43386038	24.15690364	0.848090707
P13639	3	"GO:RBP, Non-Glycoprotein"	22.09254486	24.75589521	1.959750796
P13639	4	"GO:RBP, Non-Glycoprotein"	20.21527617	21.86547616	1.418143044
P13667	1	"GO:RBP, Non-Glycoprotein"	23.97056746	24.22890173	0.712859314
P13667	2	"GO:RBP, Non-Glycoprotein"	21.48055156	23.22063499	2.052542812
P13693	1	"GO:RBP, Non-Glycoprotein"	23.94462748	24.07599322	0.245827593
P13797	1	"Novel RBP, Non-Glycoprotein"	22.43334011	22.05745911	-0.375880997
P13798	1	"GO:RBP, Non-Glycoprotein"	23.27685788	22.7954321	0.129981656
P13987	1	"Novel RBP, Glycoprotein"	26.15911017	24.74465452	-0.48741742
P13987	2	"Novel RBP, Glycoprotein"	25.50747536	25.15060027	-0.221753904
P13987	3	"Novel RBP, Glycoprotein"	25.44902058	24.7878798	-0.714052526
P13995	1	"Novel RBP, Non-Glycoprotein"	22.48603579	22.21373238	-0.310222052
P14174	1	"Novel RBP, Non-Glycoprotein"	27.04016028	25.80053155	-0.336281217
P14314	1	"Novel RBP, Glycoprotein"	23.97803465	24.21239907	0.220506437
P14314	2	"Novel RBP, Glycoprotein"	21.7760543	22.48119552	0.705141215
P14324	1	"GO:RBP, Non-Glycoprotein"	22.93518064	23.20052286	-0.250958449
P14550	1	"Novel RBP, Non-Glycoprotein"	24.26805175	24.19230468	-0.211643626
P14618	1	"GO:RBP, Non-Glycoprotein"	25.66209878	25.42996751	-0.015750684
P14618	2	"GO:RBP, Non-Glycoprotein"	25.46105132	25.50804351	0.085070446
P14618	3	"GO:RBP, Non-Glycoprotein"	24.50345554	24.52259734	0.791719774
P14618	4	"GO:RBP, Non-Glycoprotein"	23.15665049	23.65330405	0.497044752
P14625	1	Known RBGP	24.78008881	24.9243007	0.278762738
P14625	2	Known RBGP	21.75591502	22.65602865	1.154655149
P14866	1	"GO:RBP, Non-Glycoprotein"	23.25728892	23.98805244	1.76581777
P14866	2	"GO:RBP, Non-Glycoprotein"	21.68900275	25.08486763	4.847409741
P14866	3	"GO:RBP, Non-Glycoprotein"	21.05511532	24.16939139	6.602538144
P14866	4	"GO:RBP, Non-Glycoprotein"	20.99095542	23.90450885	4.94110619
P14868	1	"GO:RBP, Non-Glycoprotein"	24.33484439	23.97042795	-0.181730914
P14868	2	"GO:RBP, Non-Glycoprotein"	21.13028773	21.71611022	0.603962905
P15151	1	"Novel RBP, Glycoprotein"	26.45888467	26.29876277	-0.066486127
P15151	2	"Novel RBP, Glycoprotein"	25.49978575	25.45894253	-0.011043409
P15151	3	"Novel RBP, Glycoprotein"	24.89082489	24.44954536	-0.259919784
P15151	4	"Novel RBP, Glycoprotein"	24.21001678	24.24871255	0.029860863
P15311	1	"GO:RBP, Non-Glycoprotein"	25.07198163	25.44513017	0.236164484
P15311	2	"GO:RBP, Non-Glycoprotein"	22.05617236	23.14111627	1.337130073
P15311	3	"GO:RBP, Non-Glycoprotein"	21.41562657	22.51211414	3.306010341
P15311	4	"GO:RBP, Non-Glycoprotein"	17.45040581	20.21037897	4.893673329
P15531	1	"GO:RBP, Non-Glycoprotein"	24.05859711	23.80543949	-0.253157613
P15586	1	"Novel RBP, Glycoprotein"	26.33004915	25.90787884	-0.130328978
P15586	2	"Novel RBP, Glycoprotein"	25.46271768	25.23743905	-0.055350587
P15586	3	"Novel RBP, Glycoprotein"	26.03973878	25.38571068	-0.177725325
P15586	4	"Novel RBP, Glycoprotein"	24.42269591	23.95576854	0.011296293
P15880	1	"GO:RBP, Non-Glycoprotein"	25.22505478	26.59600108	2.373195991
P15880	2	"GO:RBP, Non-Glycoprotein"	21.27953076	25.48377518	6.730917718
P15880	3	"GO:RBP, Non-Glycoprotein"	22.15786679	24.51362794	7.502122098
P15880	4	"GO:RBP, Non-Glycoprotein"	19.63963071	23.6987656	7.669612201
P15924	4	"GO:RBP, Non-Glycoprotein"	19.77579802	19.86346803	NA
P16070	1	"Novel RBP, Glycoprotein"	25.4167313	26.00181033	0.058171556
P16070	2	"Novel RBP, Glycoprotein"	27.59012681	27.16846904	-0.201456932
P16070	3	"Novel RBP, Glycoprotein"	26.97333686	26.664139	-0.410211351
P16070	4	"Novel RBP, Glycoprotein"	24.76629925	24.46615239	-0.455248534
P16403	1	"GO:RBP, Non-Glycoprotein"	27.96455976	28.03269794	0.134717032
P16403	2	"GO:RBP, Non-Glycoprotein"	24.36834993	24.57116864	0.263881135
P16403	3	"GO:RBP, Non-Glycoprotein"	22.68419075	22.64898925	2.244252567
P16615	1	"Novel RBP, Non-Glycoprotein"	23.45741464	24.05175511	0.594340462
P16949	1	"Novel RBP, Non-Glycoprotein"	24.02055663	24.26418436	0.110078438
P16989	1	"GO:RBP, Non-Glycoprotein"	23.7180008	25.28455213	1.664187023
P16989	2	"GO:RBP, Non-Glycoprotein"	19.93545388	23.6942069	6.098578182
P16989	3	"GO:RBP, Non-Glycoprotein"	17.54698487	24.19472972	9.582291861
P16989	4	"GO:RBP, Non-Glycoprotein"	20.49840851	23.78326709	3.711476668
P17096	1	"Novel RBP, Non-Glycoprotein"	23.30919994	23.03739083	-0.311932758
P17096	2	"Novel RBP, Non-Glycoprotein"	24.01058399	24.10784782	0.07764262
P17174	1	"Novel RBP, Non-Glycoprotein"	23.73441827	24.61161719	0.407879117
P17301	1	"Novel RBP, Glycoprotein"	22.15797104	22.15742884	-0.000542204
